Datum,Totalt antal passager
1 april,381 600
2 april,382 100
3 april,382 500
6 april,362 000
7 april,369 100
8 april,372 700
14 april,370 000
15 april,380 700
16 april,382 200
17 april,381 300
20 april,383 000
21 april,380 900
22 april,387 600
23 april,389 500
24 april,396 200
27 april,383 200
28 april,393 600
29 april,407 000
