Datum,Totalt antal passager
2 februari,353 700
3 februari,360 800
4 februari,366 700
5 februari,364 800
6 februari,360 700
9 februari,357 800
10 februari,364 800
11 februari,367 100
12 februari,371 700
13 februari,367 800
16 februari,356 300
17 februari,367 500
18 februari,374 100
19 februari,374 300
20 februari,377 000
23 februari,321 400
24 februari,336 200
25 februari,343 200
26 februari,348 300
27 februari,340 100
