Datum,Totalt antal passager
1,388 700
2,390 800
3,399 500
4,387 000
7,382 900
8,389 900
9,391 900
10,396 400
11,391 600
14,380 500
15,387 600
16,383 600
17,376 800
18,343 800
21,382 900
22,384 800
23,389 800
24,354 800
28,346 900
29,351 800
30,359 300
