Datum,Totalt antal passager
6 april,345 400
7 april,360 100
8 april,372 300
9 april,365 400
12 april,370 500
13 april,380 600
14 april,387 300
15 april,389 900
16 april,381 200
19 april,375 400
20 april,385 300
21 april,389 200
22 april,395 244
23 april,396 800
26 april,379 200
27 april,387 900
28 april,393 500
29 april,400 300
