Datum,Totalt antal passager
1 mars,330 700
2 mars,325 000
5 mars,343 200
6 mars,355 200
7 mars,358 000
8 mars,360 100
9 mars,362 200
12 mars,349 200
13 mars,356 900
14 mars,360 700
15 mars,363 300
16 mars,358 300
19 mars,350 400
20 mars,359 600
21 mars,366 900
22 mars,366 900
23 mars,365 000
26 mars,354 400
27 mars,366 300
28 mars,370 100
29 mars,371 700
30 mars,372 200
