Datum,Totalt antal passager
1 oktober,387 100
2 oktober,387 800
5 oktober,374 700
6 oktober,377 600
7 oktober,384 100
8 oktober,386 200
9 oktober,386 900
12 oktober,369 600
13 oktober,377 500
14 oktober,382 500
15 oktober,385 300
16 oktober,380 400
19 oktober,368 500
20 oktober,376 500
21 oktober,383 900
22 oktober,383 700
23 oktober,385 000
26 oktober,363 200
27 oktober,374 000
28 oktober,379 600
29 oktober,383 000
