Datum,Totalt antal passager
1 december,363 500
2 december,372 800
3 december,378 600
4 december,379 000
5 december,378 600
8 december,366 200
9 december,375 100
10 december,387 900
11 december,383 800
12 december,382 300
15 december,374 900
16 december,380 300
17 december,388 500
18 december,394 800
19 december,392 500
22 december,350 000
23 december,309 900
29 december,273 700
30 december,271 600
