Datum,Totalt antal passager
3 november,362 800
4 november,368 700
5 november,376 600
6 november,377 500
7 november,379 900
10 november,363 700
11 november,375 700
12 november,377 700
13 november,381 800
14 november,378 700
17 november,364 400
18 november,375 500
19 november,374 500
20 november,375 900
21 november,374 900
24 november,301 700
25 november,350 100
26 november,363 900
27 november,378 600
28 november,382 300
