Datum,Totalt antal passager
2 januari,239 500
7 januari,316 200
8 januari,321 400
9 januari,333 300
12 januari,343 500
13 januari,350 800
14 januari,355 600
15 januari,360 400
16 januari,366 300
19 januari,350 500
20 januari,354 900
21 januari,359 700
22 januari,362 400
23 januari,362 000
26 januari,353 400
27 januari,361 000
28 januari,365 600
29 januari,365 900
30 januari,363 000
