Datum,Totalt antal passager
1 februari,338 800
2 februari,346 900
3 februari,345 700
4 februari,336 900
5 februari,353 600
8 februari,347 400
9 februari,358 500
10 februari,366 200
11 februari,368 300
12 februari,366 200
15 februari,351 500
16 februari,366 800
17 februari,359 800
18 februari,363 100
19 februari,342 500
22 februari,345 000
23 februari,355 100
24 februari,355 100
25 februari,367 900
26 februari,364 500
