Datum,Totalt antal passager
1 oktober,387 300
4 oktober,372 000
5 oktober,382 600
6 oktober,385 600
7 oktober,391 500
8 oktober,389 000
11 oktober,370 800
12 oktober,377 300
13 oktober,382 600
14 oktober,387 500
15 oktober,388 600
18 oktober,372 400
19 oktober,382 200
20 oktober,385 400
21 oktober,389 300
22 oktober,357 400
25 oktober,372 600
26 oktober,380 000
27 oktober,388 300
28 oktober,391 600
29 oktober,393 200
