Datum,Totalt antal passager
4 januari,279 200
7 januari,301 900
8 januari,313 200
11 januari,332 800
12 januari,340 900
13 januari,347 400
14 januari,351 700
15 januari,353 000
19 januari,353 300
20 januari,357 700
21 januari,360 000
22 januari,357 400
25 januari,349 500
26 januari,359 600
27 januari,339 000
28 januari,316 900
29 januari,340 300
