Datum,Totalt antal passager
1 november,348 900
2 november,353 600
3 november,351 900
7 november,344 700
8 november,350 800
9 november,355 900
10 november,360 200
11 november,358 200
14 november,345 900
15 november,354 800
16 november,357 400
17 november,359 000
18 november,360 500
21 november,343 500
22 november,351 000
23 november,354 500
24 november,360 500
25 november,364 600
28 november,353 600
29 november,358 700
30 november,365 600
