Datum,Totalt antal passager
2 november,362 800
3 november,373 900
4 november,378 400
5 november,379 400
6 november,379 100
9 november,365 500
10 november,375 200
11 november,378 400
12 november,381 500
13 november,379 200
16 november,365 000
17 november,373 500
18 november,371 600
19 november,379 600
20 november,382 300
23 november,368 500
24 november,374 800
25 november,387 400
26 november,392 500
27 november,388 600
30 november,368 800
