Datum,Totalt antal passager
1 juni,381 500
2 juni,392 100
3 juni,393 500
4 juni,407 200
8 juni,386 900
9 juni,394 600
10 juni,403 900
11 juni,394 200
12 juni,393 300
15 juni,374 200
16 juni,373 400
17 juni,377 000
18 juni,354 100
22 juni,334 300
23 juni,344 000
24 juni,349 200
25 juni,346 000
26 juni,336 900
29 juni,332 900
30 juni,330 700
