Datum,Totalt antal passager
3 augusti,279 800
4 augusti,276 900
5 augusti,276 600
6 augusti,275 600
7 augusti,273 200
10 augusti,312 000
11 augusti,323 500
12 augusti,335 600
13 augusti,334 100
14 augusti,336 400
17 augusti,328 400
18 augusti,355 500
19 augusti,356 500
20 augusti,357 200
21 augusti,358 500
24 augusti,356 400
25 augusti,363 000
26 augusti,369 000
27 augusti,370 000
28 augusti,374 000
31 augusti,359 100
