Datum,Totalt antal passager
1 september,361 600
2 september,366 600
3 september,365 000
4 september,361 700
7 september,356 100
8 september,365 500
9 september,375 200
10 september,370 600
11 september,370 100
14 september,368 000
15 september,371 000
16 september,376 000
17 september,375 600
18 september,376 700
21 september,367 700
22 september,375 400
23 september,378 500
24 september,381 300
25 september,392 400
28 september,375 900
29 september,380 400
30 september,386 800
